"R0000100","R1235800","R1236201","R2600401","R3958501","R5510700","R7274300","S1598200","S2067100","S3861700","S5444300","S7545600","T0042200","T2022600","T3613400","T5213300","T6665100","T8136000","U0017200","U1855500","U3455600"
7570,0,115925,120071,129882,149023,164577,172432,176712,192420,203874,209889,209889,220440,220440,228948,241460,0,0,0,0
7571,0,95116,99333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7572,0,107327,119547,124647,127308,131532,139440,147117,168939,179566,188295,199126,206003,206003,209803,226799,0,0,0,0
7573,0,90367,95646,103152,105364,109744,112229,117832,124387,135138,143450,154830,162685,165667,168634,171841,0,0,0,0
7574,0,89506,95457,99079,99079,105865,110226,112640,113865,117916,117916,119294,120864,120864,122233,122233,125119,129630,131298,138908
7575,0,89751,93997,95561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7576,0,88835,93839,98021,105435,110919,115340,116948,120055,127423,129313,133122,133122,135075,135075,135075,137165,143727,154118,156801
7577,0,95116,99333,104146,108206,111841,113182,117571,120749,125923,129509,129509,131410,131410,135202,135202,144387,0,0,0
7578,0,107920,122104,124867,139237,163140,173148,0,0,0,0,0,0,0,0,0,0,0,0,0
7579,0,89506,95457,99079,99079,105865,110226,112640,113865,117916,117916,119294,120864,120864,122233,122233,125119,129630,131298,138908
7580,0,105869,109335,118940,125230,133919,139914,139914,147896,159411,159411,164661,170903,173935,173935,177076,0,0,0,0
7581,0,93941,97824,106342,109969,113761,126131,132866,136586,155077,163711,184140,191351,195459,199297,207986,217279,222032,239628,239628
7582,0,105869,109335,118940,125230,133919,139914,139914,147896,159411,159411,0,0,0,0,0,0,0,0,0
7583,0,92660,98073,105769,108037,112528,115076,120822,127542,138567,147090,158758,166812,169870,172912,176200,210777,210777,215128,230006
7584,0,97529,101853,106788,110952,114678,116053,0,0,0,0,0,0,0,0,0,0,0,0,0
7585,0,110658,125202,128035,142769,167279,177541,192298,208071,225852,251162,251162,257011,264426,276590,298582,306481,336395,403529,403529
7586,0,91777,97879,101593,101593,108551,113022,115498,116753,120907,120907,122321,123931,123931,125334,125334,128293,132918,134629,142432
7587,0,97529,101853,106788,110952,114678,116053,120553,0,0,0,0,0,0,0,0,0,0,0,0
7588,0,131143,135436,147334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7589,0,111940,118480,127777,130518,135943,139021,145962,154081,167400,177696,0,0,0,0,0,0,0,0,0
7590,0,110042,116241,121421,130605,137399,142875,144866,148716,157842,160183,164903,164903,167321,167321,167321,169910,178039,190911,194234
7591,0,110874,118245,122733,122733,131138,136540,139530,141047,146065,146065,147773,149718,149718,151413,151413,154988,160576,162642,0
7592,0,111177,116436,118374,121641,126563,127792,134248,135576,141861,146914,152110,153754,157377,161004,161004,162848,164881,174021,178516
7593,0,117823,123046,129008,134038,138540,140201,145638,149576,155985,160427,160427,162781,162781,167479,167479,178856,190963,211735,215700
7594,0,133684,151254,154676,172476,202086,214483,232311,251367,272848,303424,303424,310490,319448,334143,360711,370254,406392,487496,487496
7595,0,132949,148086,154403,157700,162932,172728,182238,209270,222434,233247,246663,255181,255181,259889,280942,298017,311031,336363,344178
7596,0,133684,151254,154676,172476,202086,214483,232311,251367,272848,303424,303424,310490,319448,334143,360711,370254,406392,0,0
7597,0,133708,138490,149807,171884,189824,198885,203821,221938,235149,242087,242087,254256,254256,264069,278502,294082,305153,337211,337211
7598,0,117823,123046,129008,134038,138540,140201,145638,149576,155985,160427,160427,162781,162781,167479,167479,178856,190963,211735,215700
7599,0,111940,118480,127777,130518,135943,139021,145962,154081,167400,177696,191792,201522,205217,208892,212864,254636,254636,259892,277865
7600,0,88603,93779,101137,103307,107601,110037,115532,121958,132500,140649,151807,0,0,0,0,0,0,0,0
7601,0,84763,88772,90250,92740,96493,97430,102352,103364,108156,112009,115970,117224,119986,122751,122751,124157,125707,132675,136102
7602,0,101362,112902,117719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7603,0,99985,103258,112329,118270,126476,132138,132138,139676,150551,150551,155509,161405,164268,164268,167234,170252,176511,183469,190599
7604,0,101941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7605,0,84531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7606,0,87004,91906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7607,0,105116,117084,122079,124685,128822,136567,144086,165459,175867,184416,195024,201759,201759,205481,222126,235627,245916,265945,0
7608,0,87004,91906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,0,122641,128442,130580,134184,139614,140969,148090,149555,156489,162063,167794,169608,173604,177606,177606,179640,181882,191965,196923
7610,0,129972,135734,142310,147859,152826,154658,160655,164999,172069,176969,176969,179566,179566,184748,184748,197298,210654,0,0
7611,0,105692,109152,118741,125020,133695,139680,139680,147648,159144,159144,0,0,0,0,0,0,0,0,0
7612,0,88686,93682,97857,105258,110733,115147,116752,119854,127209,129096,132899,132899,134848,134848,134848,136935,143487,0,0
7613,0,88355,94019,101008,106531,113591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7614,0,88355,94019,101008,106531,113591,120849,124186,128384,132275,135123,0,0,0,0,0,0,0,0,0
7615,0,96987,98270,102432,105464,118906,122822,0,0,0,0,0,0,0,0,0,0,0,0,0
7616,0,88355,94019,101008,106531,113591,120849,124186,128384,132275,135123,0,0,0,0,0,0,0,0,0
7617,0,247031,255118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7618,0,167168,177886,191108,201558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7619,0,198803,209627,220907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7620,0,197631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7621,0,203881,211173,228429,262092,289448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622,0,196976,216117,222332,222332,232736,240401,245205,0,0,0,0,0,0,0,0,0,0,0,0
7623,0,206225,215211,232775,243643,260382,268031,268031,290971,294196,297760,304897,304897,308726,308726,316216,323908,340794,362109,362109
7624,0,197631,209795,226693,232904,244036,249259,256387,280900,290209,311503,331103,335258,344712,358799,358799,0,0,0,0
7625,0,208826,218566,227875,233347,243070,243070,256756,261620,268813,268813,273770,276276,281428,284077,286776,0,0,0,0
7626,0,167168,177886,191108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7627,0,183501,185928,193803,199539,224971,232379,236357,253998,0,0,0,0,0,0,0,0,0,0,0
7628,0,208826,218566,227875,233347,243070,243070,256756,261620,268813,268813,273770,276276,281428,284077,286776,295284,304593,318148,325308
7629,0,182782,196131,224183,234376,258364,268101,0,0,0,0,0,0,0,0,0,0,0,0,0
7630,0,182782,196131,224183,234376,258364,268101,274961,318560,339082,347443,372731,381765,392987,392987,414408,425460,465524,524090,575804
7631,0,211126,220256,226094,226094,245675,253033,266565,278656,295497,313917,329981,339210,343660,343660,348348,357865,362821,392037,404884
7632,0,102647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7633,0,107822,112851,117658,120483,125503,125503,132570,135081,138795,138795,141354,142648,145308,146676,148069,152462,157269,164268,0
7634,0,103249,106629,115997,122131,130605,136452,136452,144236,155466,155466,160586,166674,169631,169631,172694,175810,182274,189460,196822
7635,0,106479,111119,120188,125799,134441,138391,138391,150235,151901,153741,157426,157426,159403,159403,163270,167242,175960,0,0
7636,0,101703,111586,114796,114796,120167,124125,126605,132730,138709,138709,143406,144947,149651,151757,153441,155303,157114,167517,172087
7637,0,107822,112851,117658,120483,125503,125503,132570,135081,138795,138795,141354,142648,145308,146676,148069,0,0,0,0
7638,0,123964,139411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7639,0,110477,115292,124701,130523,139490,143588,143588,155877,157605,159514,163338,163338,165389,165389,169402,173522,0,0,0
7640,0,98304,99604,103823,106896,120520,124489,126620,136070,0,0,0,0,0,0,0,0,0,0,0
7641,0,123964,139411,156193,174047,192637,200532,220871,238952,255335,259891,269314,269314,279390,295949,295949,302180,302180,315084,321953
7642,0,97919,105070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7643,0,109333,114061,117084,117084,127224,131035,138042,144304,153025,162564,170883,175662,177967,177967,180394,185323,187889,203019,209672
7644,0,102952,108557,114398,122144,126951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7645,0,102345,108644,117394,120611,126376,129080,132772,145466,150287,161314,171464,173616,178511,0,0,0,0,0,0
7646,0,100726,110514,113693,113693,119013,122933,125389,131455,137376,137376,142028,143554,148213,150299,151966,153811,155605,165907,170434
7647,0,101661,107196,112964,120613,125359,127590,129884,135059,138420,142826,147348,150507,152075,153743,157125,157125,160583,172220,187446
7648,0,107962,112631,115616,115616,125629,129392,136311,142495,151107,160526,168740,173460,175735,175735,178132,182999,185533,0,0
7649,0,93468,100294,114639,119851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7650,0,101661,107196,112964,120613,125359,127590,129884,135059,138420,142826,147348,150507,152075,153743,157125,157125,160583,172220,187446
7651,0,93836,95077,99104,102037,115042,118830,120864,129885,139512,0,0,0,0,0,0,0,0,0,0
7652,0,233516,241161,262347,276221,295387,308610,308610,326216,351615,351615,363195,376964,383651,383651,390579,397627,412246,428497,445148
7653,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,0,0,0,0,0
7654,0,99402,104814,110453,117932,122573,124755,126998,132058,135344,139652,144073,147162,148696,150326,153634,153634,0,0,0
7655,0,107180,112180,116958,119766,124757,124757,131781,134277,137969,137969,140513,141800,144444,145803,147189,151556,156333,163290,166966
7656,0,93814,100665,115063,120294,132606,137603,141124,163502,174035,178326,191305,195942,201702,201702,212696,218369,238932,268991,295533
7657,0,101098,110923,114113,114113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7658,0,94182,95428,99470,102414,115467,119269,121311,130365,140027,145539,151933,157318,162622,174260,180761,193574,202263,214143,227307
7659,0,85799,91300,98087,103450,110306,117354,120595,124671,0,0,0,0,0,0,0,0,0,0,0
7660,0,104720,112368,128439,134279,148022,153601,157531,182510,194268,199058,213546,218722,225151,225151,237423,243756,266709,300263,329891
7661,0,120959,126189,129534,129534,140752,144968,152721,159648,169297,179850,189054,194341,196890,196890,199576,205028,207868,224607,231967
7662,0,119641,125221,130555,133690,139260,139260,147101,149888,154009,154009,156849,158285,161236,162754,164300,169175,174508,182274,186376
7663,0,104720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7664,0,113227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7665,0,96860,103300,107220,107220,114563,119282,121894,123219,127603,127603,129095,130794,130794,132275,132275,135398,140280,142085,150321
7666,0,113899,120100,126562,135132,140450,142950,145520,151318,155083,160020,165085,168625,170382,172250,176040,176040,179915,192952,210011
7667,0,104720,112368,128439,134279,148022,153601,157531,182510,194268,199058,213546,218722,225151,225151,0,0,0,0,0
7668,0,107748,112773,117577,120400,125417,125417,132478,134988,138699,138699,141257,142550,145208,146575,147968,152358,157161,164155,167849
7669,0,94310,101198,115672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7670,0,108935,113645,116658,116658,126761,130557,137539,143778,152467,161971,170260,175022,177318,177318,179737,184647,187204,202279,208908
7671,0,101633,111510,114717,114717,120085,124040,126518,132638,138613,138613,143307,144847,149548,151653,153335,155196,157006,167401,171969
7672,0,108935,113645,116658,116658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7673,0,111773,116606,119697,119697,130063,133959,141122,147524,156440,166191,174696,0,0,0,0,0,0,0,0
7674,0,86869,91943,99158,101285,105495,107884,113270,119571,129906,137897,148836,156386,159253,162105,165188,197604,197604,201683,0
7675,0,103761,107472,116254,133386,147309,154339,158170,172230,0,0,0,0,0,0,0,0,0,0,0
7676,0,90304,94036,102225,105711,109357,121248,127722,131298,149073,157373,177011,183942,187892,191581,199934,208867,213436,0,0
7677,0,90304,94036,102225,105711,109357,121248,0,0,0,0,0,0,0,0,0,0,0,0,0
7678,0,117765,132441,148383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7680,0,103742,117377,120032,133846,156824,166444,180279,195067,211737,0,0,0,0,0,0,0,0,0,0
7681,0,101770,105102,114335,120382,128735,134497,134497,142170,153239,153239,158286,164287,167201,167201,170221,173292,179663,186746,194003
7682,0,86041,91761,95244,95244,101766,105958,108279,109456,113350,113350,114676,116185,116185,0,0,0,0,0,0
7683,0,101770,105102,114335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7684,0,196281,208866,224391,236661,252344,268469,275882,285206,293851,300178,312460,312460,312460,312460,322354,329170,344023,347874,351766
7685,0,93184,99159,106530,112355,119800,127455,130975,135402,139506,142509,148340,148340,148340,148340,153038,156273,163325,165153,167001
7686,0,109800,120470,123935,123935,129734,134007,136685,143297,149752,149752,154823,156487,161565,163839,165656,167667,169623,180853,185787
7687,0,116406,121835,127025,130075,135495,135495,143124,145835,149845,149845,152608,154005,156877,158353,159858,164601,169790,177345,181337
7688,0,110819,116853,123140,131478,136652,139085,141585,147226,150889,0,0,0,0,0,0,0,0,0,0
7689,0,110819,116853,123140,131478,136652,139085,141585,147226,150889,0,0,0,0,0,0,0,0,0,0
7690,0,101136,107860,111953,111953,119620,124548,127275,128659,133237,133237,134794,0,0,0,0,0,0,0,0
7691,0,121272,135080,140842,143849,148622,157558,166232,190889,202897,212761,0,0,0,0,0,0,0,0,0
7692,0,100002,106414,114324,120575,128565,136780,140557,0,0,0,0,0,0,0,0,0,0,0,0
7693,0,118226,125502,135611,139327,145986,149110,153374,0,0,0,0,0,0,0,0,0,0,0,0
7694,0,117834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7695,0,117834,129284,133002,133002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7696,0,109343,117328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7697,0,118927,125402,132149,141098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7698,0,86680,92237,99093,104512,111438,118558,121832,125950,129767,132561,137985,137985,137985,137985,142355,145364,151924,153624,155343
7699,0,102475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700,0,94776,101698,116243,121528,133967,139015,142572,165179,175821,180156,0,0,0,0,0,0,0,0,0
7701,0,102135,112061,115284,115284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7702,0,94241,100507,104320,104320,111465,116057,118598,119888,124153,124153,125605,127258,127258,128698,128698,131737,136487,138243,146256
7703,0,98910,102998,111967,115786,119779,132803,139894,143811,163280,172371,193881,201473,0,0,0,0,0,0,0
7704,0,137161,142066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7705,0,114048,119443,121431,124782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7706,0,137161,142066,153675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7707,0,107995,113032,117846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7708,0,107995,113032,117846,120676,125705,125705,132782,135298,0,0,0,0,0,0,0,0,0,0,0
7709,0,86451,91994,98832,104237,111144,118246,121511,125618,129426,132212,137622,137622,137622,137622,141980,144982,151524,153220,154934
7710,0,109185,113906,116925,116925,127052,130857,137855,144108,152818,162343,170651,175424,177725,177725,180149,185071,187634,202743,209387
7711,0,107003,111666,120780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7712,0,120065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7713,0,86738,92299,99160,104582,111513,118638,121914,126035,129855,132651,138078,138078,138078,138078,142451,145462,152026,153728,155448
7714,0,94840,101766,116321,121610,134057,139109,142668,0,0,0,0,0,0,0,0,0,0,0,0
7715,0,103153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7716,0,103153,108769,114621,122383,127199,129463,131791,137041,140451,144922,149510,152716,154307,155999,159431,159431,162940,0,0
7717,0,86738,92299,99160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7718,0,120065,135027,151281,168574,186579,194226,0,0,0,0,0,0,0,0,0,0,0,0,0
7719,0,102204,112136,115361,115361,120759,124737,127229,133384,139392,139392,144112,145661,150388,152505,154196,156068,157888,168342,172935
7720,0,108353,113407,118237,121076,126121,126121,133223,135746,0,0,0,0,0,0,0,0,0,0,0
7721,0,115699,130117,145780,162444,179795,187163,206146,223021,238313,242565,251360,251360,260764,276219,276219,282034,282034,294078,300489
7722,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,0,0
7723,0,98816,104897,113346,116452,122018,124629,128193,140450,145105,0,0,0,0,0,0,0,0,0,0
7724,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7725,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,0,0,0,0
7726,0,98816,104897,113346,116452,122018,124629,128193,140450,0,0,0,0,0,0,0,0,0,0,0
7727,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,221437
7728,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7729,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,0,0,0,0,0,0,0
7730,0,99402,104814,110453,117932,122573,124755,126998,132058,135344,139652,144073,147162,148696,150326,153634,153634,157015,0,0
7731,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,221437
7732,0,104413,109283,113938,116673,121535,121535,128378,130810,134406,134406,136885,138138,140714,0,0,0,0,0,0
7733,0,115699,130117,145780,162444,179795,187163,206146,223021,238313,242565,251360,251360,260764,276219,276219,282034,282034,294078,300489
7734,0,99402,104814,110453,117932,122573,124755,126998,132058,135344,139652,144073,147162,148696,150326,153634,153634,157015,168393,183281
7735,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,178932,181410,196018,202442
7736,0,104413,109283,113938,116673,121535,121535,128378,130810,134406,134406,136885,138138,140714,142038,143388,147642,152297,159074,162654
7737,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,0
7738,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,158108,161954,170397,181054,181054
7739,0,98816,104897,113346,116452,122018,124629,128193,140450,145105,155752,165551,167629,172356,179399,179399,191930,207348,217576,221157
7740,0,101687,107224,112993,120644,125392,127624,129918,135094,138456,142863,147386,150546,152115,153783,157166,157166,160625,172265,187495
7741,0,101687,107224,112993,120644,125392,127624,129918,135094,138456,0,0,0,0,0,0,0,0,0,0
7742,0,118360,133109,149132,166179,183929,191467,210886,0,0,0,0,0,0,0,0,0,0,0,0
7743,0,105483,110080,119064,124623,133184,137097,137097,148831,150480,152303,155954,155954,157912,157912,161744,165678,174315,185217,185217
7744,0,93493,100320,114669,119883,132152,137133,140642,0,0,0,0,0,0,0,0,0,0,0,0
7745,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7746,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,221437
7747,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,178932,181410,196018,202442
7748,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7749,0,98816,104897,113346,116452,122018,124629,128193,140450,145105,155752,165551,167629,172356,179399,179399,191930,207348,0,0
7750,0,181849,204510,229127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7751,0,144208,146115,152303,156811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7752,0,165917,173092,177680,177680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7753,0,181849,204510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7755,0,143643,154133,176178,184189,203040,210692,216083,0,0,0,0,0,0,0,0,0,0,0,0
7756,0,156233,164739,173603,185359,192653,196082,199607,207560,212724,219496,226445,231300,233711,236273,241472,241472,246786,264670,288069
7757,0,93208,100015,114319,119517,131749,136715,140213,162445,172911,177174,190070,194676,200399,200399,211322,216958,237388,267253,293624
7758,0,101377,106897,112649,120276,125010,127235,129522,134683,138034,142428,146937,150087,151651,153314,156687,156687,160135,171740,0
7759,0,102223,108515,117255,120468,126226,128927,132614,145293,150108,0,0,0,0,0,0,0,0,0,0
7760,0,115699,130117,145780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7761,0,91751,92964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7762,0,98488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,0,105563,110128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,0,130089,136156,141956,145364,151421,151421,159947,162977,167458,167458,170546,172107,175317,176967,178648,183948,189747,198191,202652
7765,0,128468,134067,145008,151778,162206,166971,166971,181261,183270,185490,189937,189937,192322,192322,196988,201780,212299,225577,225577
7766,0,122707,134631,138503,138503,144984,149759,152751,160141,167354,167354,173021,174881,180556,183098,185128,187375,189561,202112,207626
7767,0,122707,134631,138503,138503,144984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7768,0,144150,162114,181628,202390,224007,233188,256838,277864,296915,302213,313171,313171,324887,344143,344143,351388,351388,366394,374382
7769,0,104138,110814,119051,125561,133882,142437,146370,151317,0,0,0,0,0,0,0,0,0,0,0
7770,0,128468,134067,145008,151778,162206,166971,166971,181261,183270,185490,189937,189937,192322,192322,196988,201780,212299,225577,225577
7771,0,114313,115824,120730,124303,140146,144762,147239,0,0,0,0,0,0,0,0,0,0,0,0
7772,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7773,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,158108,161954,170397,0,0
7774,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,158108,161954,170397,181054,181054
7775,0,115699,130117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,0,91391,98065,112092,117188,129182,134050,137480,159280,0,0,0,0,0,0,0,0,0,0,0
7777,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,158108,161954,170397,181054,181054
7778,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,0,0,0,0,0
7779,0,98816,104897,113346,116452,122018,124629,128193,140450,145105,155752,165551,167629,172356,179399,179399,191930,207348,217576,221157
7780,0,103112,107606,116388,121821,130191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,0,103112,107606,116388,121821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,0,99402,104814,110453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,0,115699,130117,145780,162444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7784,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,178932,181410,196018,202442
7785,0,98816,104897,113346,116452,122018,124629,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,0,91391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7787,0,98488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7788,0,91751,92964,96901,99769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,0,91391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790,0,91391,98065,112092,117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7791,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,0,0,0,0,0,0,0,0,0,0
7792,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,0,0
7793,0,104413,109283,113938,116673,121535,121535,128378,130810,134406,134406,136885,138138,0,0,0,0,0,0,0
7794,0,108013,113051,117866,120697,125726,125726,132805,135321,139041,139041,141605,142901,145566,146936,148332,152733,157548,164559,168263
7795,0,86466,92010,98849,104254,111163,118266,121532,125639,129448,132235,137645,137645,137645,137645,142004,145006,151549,153246,154960
7796,0,119689,134604,150807,168046,185994,193617,213254,230712,246530,250929,260028,260028,269755,285744,285744,291760,291760,304219,310851
7797,0,94543,101447,115957,121229,133637,138673,142221,0,0,0,0,0,0,0,0,0,0,0,0
7798,0,101884,111785,115000,115000,120381,124346,126830,132966,138955,138955,143660,145205,149917,152027,153713,155579,157393,167814,172393
7799,0,109203,113925,116945,116945,127073,130879,137878,144133,152843,162371,170680,175453,177755,177755,180180,185102,187666,202778,209423
7800,0,119689,134604,150807,168046,185994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7801,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7802,0,115699,130117,145780,162444,179795,187163,206146,223021,238313,242565,251360,251360,260764,276219,276219,282034,282034,294078,300489
7803,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7804,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7805,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,0,0,0,0,0,0
7806,0,118217,132949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7807,0,118217,132949,148952,165980,183708,191237,210632,227875,243499,247844,256831,256831,266439,282231,282231,288173,288173,300479,307029
7808,0,93747,94987,99010,101941,114934,118719,120751,129763,139380,144866,151231,156591,161871,173455,179926,192680,201329,213154,226257
7809,0,85403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7810,0,107139,111772,114734,114734,124671,128405,135272,141408,149954,159301,167453,172136,174394,174394,176774,181603,184118,198944,205464
7811,0,105971,110914,115638,118415,123349,123349,130294,132762,0,0,0,0,0,0,0,0,0,0,0
7812,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7813,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7814,0,83584,88943,95554,100779,107458,114324,117481,121451,125133,127827,133057,133057,133057,133057,137271,140173,146498,148138,149795
7815,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7816,0,83584,88943,95554,100779,107458,114324,117481,121451,125133,127827,133057,133057,133057,133057,137271,140173,146498,148138,149795
7817,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,158108,161954,170397,181054,181054
7818,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,0,0,0,0,0
7819,0,83584,88943,95554,100779,107458,114324,117481,121451,125133,127827,133057,133057,133057,133057,137271,140173,146498,148138,149795
7820,0,91751,92964,96901,99769,112486,116190,118179,0,0,0,0,0,0,0,0,0,0,0,0
7821,0,91391,98065,112092,117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7822,0,98816,104897,113346,116452,122018,124629,128193,0,0,0,0,0,0,0,0,0,0,0,0
